Date,Open,High,Low,Close,Adj Close,Volume
2017-02-27,74.070000,74.349998,73.690002,74.169998,69.376053,1813200
2017-02-28,73.690002,74.139999,72.639999,72.669998,67.973015,1301200
2017-03-01,73.410004,73.610001,72.720001,73.120003,68.393929,1570200
2017-03-02,73.260002,73.379997,72.800003,73.050003,68.328453,1128000
2017-03-03,72.970001,73.580002,72.820000,73.480003,68.730644,844100
2017-03-06,73.160004,74.000000,72.849998,73.889999,69.114159,770900
2017-03-07,73.639999,74.040001,73.510002,73.580002,68.824188,1075800
2017-03-08,73.629997,73.839996,72.820000,72.849998,68.141373,678500
2017-03-09,72.879997,73.160004,72.510002,72.769997,68.066544,798700
2017-03-10,73.400002,73.489998,71.980003,72.540001,67.851410,1428000
2017-03-13,72.419998,72.889999,72.300003,72.519997,67.832703,1427400
2017-03-14,72.150002,72.540001,72.000000,72.150002,67.486618,932900
2017-03-15,72.290001,72.779999,71.709999,72.639999,67.944954,1397400
2017-03-16,72.339996,73.519997,72.320000,72.940002,68.225555,945500
2017-03-17,72.889999,73.199997,72.529999,72.589996,67.898178,913300
2017-03-20,72.339996,72.680000,71.809998,72.099998,67.439842,859600
2017-03-21,72.470001,73.199997,71.300003,71.449997,66.831863,2352600
2017-03-22,70.800003,71.699997,70.360001,71.459999,66.841217,1222200
2017-03-23,71.500000,72.769997,71.480003,72.410004,67.729820,1017000
2017-03-24,72.470001,72.839996,71.860001,72.139999,67.477264,1036500
2017-03-27,71.540001,72.709999,71.389999,72.389999,67.711105,1030300
2017-03-28,72.400002,73.400002,72.370003,73.089996,68.365860,983800
2017-03-29,73.199997,73.760002,72.949997,73.639999,68.880318,975500
2017-03-30,73.800003,74.239998,73.309998,73.379997,68.637115,1277100
2017-03-31,73.500000,73.550003,72.879997,72.910004,68.197502,882800
2017-04-03,72.639999,72.739998,71.470001,72.320000,67.645622,1182800
2017-04-04,71.620003,72.529999,71.599998,72.300003,67.626923,805000
2017-04-05,72.629997,73.029999,72.190002,72.230003,67.561447,971900
2017-04-06,72.349998,73.269997,72.279999,72.910004,68.197502,1109000
2017-04-07,73.050003,73.180000,72.400002,72.589996,67.898178,803000
2017-04-10,72.709999,73.059998,72.529999,72.910004,68.197502,878000
2017-04-11,72.800003,72.870003,72.070000,72.610001,67.916885,799500
2017-04-12,72.639999,72.739998,72.080002,72.400002,67.720474,923900
2017-04-13,72.430000,72.519997,70.930000,70.989998,66.401588,1273400
2017-04-17,71.339996,72.129997,71.339996,72.059998,67.402435,1302300
2017-04-18,71.760002,71.760002,70.820000,71.330002,66.719620,1353300
2017-04-19,71.410004,71.419998,70.459999,70.610001,66.046150,1090200
2017-04-20,70.769997,71.220001,70.519997,71.089996,66.495125,1101800
2017-04-21,70.269997,70.410004,69.919998,70.000000,66.286804,966300
2017-04-24,70.870003,71.379997,70.849998,71.150002,67.375793,1215200
2017-04-25,71.000000,71.779999,70.930000,71.510002,67.716705,1168000
2017-04-26,71.309998,71.599998,69.970001,70.120003,66.400429,1651300
2017-04-27,70.050003,70.099998,68.190002,68.709999,65.065224,2512800
2017-04-28,68.680000,68.949997,68.209999,68.480003,64.847427,1228400
2017-05-01,68.639999,68.839996,68.150002,68.199997,64.582283,991500
2017-05-02,68.080002,68.379997,67.430000,67.540001,63.957287,1444600
2017-05-03,67.500000,67.739998,67.029999,67.650002,64.061462,1095900
2017-05-04,67.720001,68.120003,67.250000,67.430000,63.853123,1488000
2017-05-05,67.680000,68.720001,67.300003,68.680000,65.036819,1081200
2017-05-08,68.650002,68.940002,68.459999,68.730003,65.084175,696800
2017-05-09,68.750000,68.790001,67.660004,67.720001,64.127754,1380800
2017-05-10,67.839996,68.510002,67.720001,68.320000,64.695915,952300
2017-05-11,67.559998,67.940002,67.220001,67.709999,64.118279,1100400
2017-05-12,67.629997,67.720001,66.849998,67.449997,63.872066,930200
2017-05-15,67.820000,68.870003,67.820000,68.580002,64.942139,1058200
2017-05-16,68.839996,69.320000,68.389999,68.440002,64.809547,1098100
2017-05-17,67.779999,67.830002,66.839996,67.190002,63.625862,1230800
2017-05-18,67.040001,68.419998,66.660004,67.930000,64.326607,1739800
2017-05-19,68.239998,68.849998,68.220001,68.809998,65.159920,809100
2017-05-22,68.980003,69.139999,68.790001,68.870003,65.216751,408600
2017-05-23,69.320000,69.699997,69.139999,69.250000,65.576591,950200
2017-05-24,69.099998,69.339996,68.580002,69.260002,65.586052,1209200
2017-05-25,70.180000,70.750000,69.370003,69.639999,65.945900,1564800
2017-05-26,69.930000,69.980003,69.349998,69.790001,66.087944,744000
2017-05-30,69.739998,70.160004,69.260002,69.489998,65.803856,1129900
2017-05-31,69.779999,69.779999,68.690002,69.099998,65.434540,1386900
2017-06-01,69.430000,69.690002,68.959999,69.379997,65.699684,992700
2017-06-02,69.349998,69.639999,69.050003,69.519997,65.832268,889600
2017-06-05,69.260002,69.620003,68.889999,69.419998,65.737564,766700
2017-06-06,69.099998,69.309998,68.860001,69.050003,65.387192,934600
2017-06-07,69.089996,69.519997,68.559998,68.949997,65.292496,910500
2017-06-08,69.059998,69.650002,68.889999,69.589996,65.898544,796400
2017-06-09,69.699997,71.099998,69.680000,70.800003,67.044373,1330200
2017-06-12,70.820000,71.570000,70.510002,70.699997,66.949669,1001200
2017-06-13,71.459999,71.459999,70.809998,70.940002,67.176941,1099000
2017-06-14,71.089996,71.169998,70.320000,70.570000,66.826569,1529900
2017-06-15,70.059998,70.709999,69.730003,70.599998,66.854973,1085400
2017-06-16,70.519997,71.089996,70.150002,71.010002,67.243233,939000
2017-06-19,71.029999,71.639999,70.919998,71.360001,67.574669,851300
2017-06-20,70.930000,71.120003,70.620003,70.660004,66.911789,943600
2017-06-21,70.559998,70.720001,69.919998,70.050003,66.334152,1073800
2017-06-22,70.410004,71.430000,70.349998,71.070000,67.300041,1155300
2017-06-23,70.820000,71.500000,70.430000,71.029999,67.262161,1248000
2017-06-26,71.410004,71.889999,70.660004,70.959999,67.195877,1014600
2017-06-27,71.230003,71.709999,70.940002,71.440002,67.650414,1419400
2017-06-28,71.989998,73.190002,71.900002,72.970001,69.099258,1727800
2017-06-29,73.620003,73.709999,72.220001,72.779999,68.919327,1779000
2017-06-30,73.099998,73.190002,72.029999,72.519997,68.673119,1494200
2017-07-03,72.800003,73.500000,72.629997,73.389999,69.496979,535200
2017-07-05,72.919998,73.400002,72.180000,73.230003,69.345467,1425100
2017-07-06,73.110001,73.790001,73.080002,73.320000,69.430679,1096000
2017-07-07,73.809998,74.110001,73.220001,73.800003,69.885231,1042700
2017-07-10,73.800003,74.019997,73.330002,73.620003,69.714783,863200
2017-07-11,73.540001,73.589996,73.059998,73.500000,69.601151,910800
2017-07-12,73.570000,74.949997,73.540001,74.550003,70.595444,1415400
2017-07-13,74.540001,74.889999,74.330002,74.769997,70.803772,889200
2017-07-14,74.769997,75.440002,74.650002,75.300003,71.305672,1223200
2017-07-17,75.300003,75.430000,74.870003,75.010002,71.031029,842200
2017-07-18,75.260002,75.459999,74.660004,75.000000,71.021576,769800
2017-07-19,75.400002,75.760002,75.230003,75.379997,71.381416,921900
2017-07-20,75.510002,75.860001,75.419998,75.639999,71.627625,896400
2017-07-21,75.610001,75.680000,75.070000,75.570000,71.561340,860500
2017-07-24,74.970001,75.120003,74.620003,74.940002,71.791260,885100
2017-07-25,75.290001,75.589996,74.860001,75.099998,71.944527,925400
2017-07-26,75.220001,75.330002,74.639999,74.889999,71.743355,940100
2017-07-27,75.010002,75.110001,73.830002,74.230003,71.111092,1106900
2017-07-28,74.470001,74.860001,74.199997,74.620003,71.484703,962100
2017-07-31,74.529999,74.919998,74.269997,74.559998,71.427216,879800
2017-08-01,74.910004,74.910004,73.879997,74.550003,71.417648,881300
2017-08-02,74.430000,75.059998,74.339996,74.889999,71.743355,661000
2017-08-03,74.889999,75.029999,74.550003,74.699997,71.561340,702300
2017-08-04,74.839996,75.269997,74.480003,74.739998,71.599655,678300
2017-08-07,74.709999,74.849998,74.410004,74.510002,71.379318,415100
2017-08-08,74.379997,74.870003,74.379997,74.739998,71.599655,738300
2017-08-09,74.339996,74.559998,74.000000,74.230003,71.111092,684000
2017-08-10,73.910004,74.110001,72.750000,72.889999,69.827393,1434400
2017-08-11,73.059998,73.410004,72.610001,72.889999,69.827393,754200
2017-08-14,73.400002,74.080002,73.389999,73.500000,70.411758,616800
2017-08-15,73.639999,73.639999,72.940002,73.220001,70.143524,1035600
2017-08-16,73.650002,73.809998,73.470001,73.610001,70.517128,576400
2017-08-17,73.349998,73.760002,72.959999,72.959999,69.894447,770200
2017-08-18,73.190002,73.599998,72.730003,73.320000,70.239311,975800
2017-08-21,73.230003,73.610001,72.989998,73.320000,70.239311,1014900
2017-08-22,73.519997,73.589996,73.059998,73.239998,70.162674,999700
2017-08-23,73.320000,74.500000,73.089996,74.220001,71.101501,1198500
2017-08-24,74.669998,74.669998,74.019997,74.230003,71.111092,918200
2017-08-25,74.360001,75.029999,74.239998,74.760002,71.618813,1168200
2017-08-28,74.959999,74.959999,74.300003,74.449997,71.321838,1394400
2017-08-29,73.949997,74.169998,73.500000,74.089996,70.976959,810400
2017-08-30,73.949997,74.050003,72.839996,73.230003,70.153107,1194200
